"Andelain",2800,49.633333,3.366667
"Anguilcourt-le-Sart",2800,49.683333,3.433333
"Anizy-le-Château",2320,49.5,3.45
"Annois",2480,49.716667,3.166667
"Any-Martin-Rieux",2500,49.883333,4.2165
"Archon",2360,49.741667,4.116667
"Arcy-Sainte-Restitue",2130,49.25,3.466667
"Armentières-sur-Ourcq",2210,49.183333,3.383333
"Arrancy",2860,49.483333,3.75
"Artemps",2480,49.766667,3.183333
"Artonges",2330,48.933333,3.55
"Assis-sur-Serre",2270,49.683333,3.566667
"Athies-sous-Laon",2840,49.566667,3.683333
"Attilly",2490,49.85,3.166667
"Aubencheul-aux-Bois",2420,50.033333,3.266667
"Aubenton",2500,49.833333,4.2
"Aubigny-aux-Kaisnes",2590,49.783333,3.116667
"Aubigny-en-Laonnois",2820,49.5,3.8
"Audignicourt",2300,49.483333,3.133333
"Audigny",2120,49.85,3.65
"Augy",2220,49.333333,3.516667
"Aulnois-sous-Laon",2000,49.616667,3.6
"Les Autels",2360,49.766667,4.2257
"Autremencourt",2250,49.7,3.8
"Autreppes",2580,49.9,3.85
"Autreville",2300,49.583333,3.233333
"Azy-sur-Marne",2400,49,3.366667
"Bagneux",2290,49.466667,3.283333
"Bancigny",2140,49.8,4.016667
"Barbonval",2160,49.35,3.666667
"Barenton-Bugny",2000,49.633333,3.65
"Barenton-Cel",2000,49.65,3.633333
"Barenton-sur-Serre",2270,49.666667,3.683333
"Barzy-en-Thiérache",2170,50.033333,3.75
"Barzy-sur-Marne",2850,49.083333,3.55
"Bassoles-Aulers",2380,49.533333,3.383333
"Baulne-en-Brie",2330,48.983333,3.616667
"Beaumé",2500,49.833333,4.15
"Beaumont-en-Beine",2300,49.7,3.133333
"Beaurevoir",2110,50,3.3
"Beaurieux",2160,49.4,3.733333
"Beautor",2800,49.65,3.333333
"Beauvois-en-Vermandois",2590,49.816667,3.1
"Belleau",2400,49.1,3.3
"Bellenglise",2420,49.916667,3.25
"Belleu",2200,49.366667,3.333333
"Bellicourt",2420,49.95,3.233333
"Benay",2440,49.75,3.316667
"Bergues-sur-Sambre",2450,50.033333,3.716667
"Berlise",2340,49.666667,4.116667
"Bernot",2120,49.866667,3.5
"Berny-Rivière",2290,49.416667,3.15
"Berrieux",2820,49.483333,3.85
"Berry-au-Bac",2190,49.4,3.9
"Bertaucourt-Épourdon",2800,49.616667,3.383333
"Berthenicourt",2240,49.766667,3.383333
"Bertricourt",2190,49.383333",4
"Berzy-le-Sec",2200,49.333333,3.316667
"Besmé",2300,49.533333,3.166667
"Besmont",2500,49.833333,4.116667
"Besny-et-Loizy",2870,49.6,3.583333
"Béthancourt-en-Vaux",2300,49.616667,3.15
"Beugneux",2210,49.233333,3.416667
"Beuvardes",2130,49.15,3.483333
"Bézu-le-Guéry",2310,49.016667,3.233333
"Bézu-Saint-Germain",2400,49.1,3.4
"Bichancourt",2300,49.583333,3.216667
"Bieuxy",2290,49.45,3.266667
"Bièvres",2860,49.5,3.716667
"Billy-sur-Aisne",2200,49.366667,3.383333
"Billy-sur-Ourcq",2210,49.216667,3.3
"Blanzy-lès-Fismes",2160,49.333333,3.666667
"Blérancourt",2300,49.516667,3.15
"Blesmes",2400,49.033333,3.45
"Bohain-en-Vermandois",2110,49.983333,3.45
"Bois-lès-Pargny",2270,49.716667,3.65
"Boncourt",2350,49.616667,3.95
"Bonneil",2400,49,3.35
"Bonnesvalyn",2400,49.116667,3.316667
"Bony",2420,49.983333,3.216667
"Bosmont-sur-Serre",2250,49.733333,3.866667
"Boué",2450,50.016667,3.7
